Timestamp,TransactionType,Amount,Fraudulent,AnomalyScore,FraudulentLabel,TransactionHour,TransactionDay
2023-04-17 14:00:00,UPI,935.35,1,0.22465900603945144,Normal,14,Monday
2023-11-24 01:00:00,NetBanking,2187.4,1,0.3002872945872363,Normal,1,Friday
2023-03-27 07:00:00,UPI,1662.71,1,0.2936806821763232,Normal,7,Monday
2023-04-25 11:00:00,NetBanking,2500.78,1,0.29839755494833387,Normal,11,Tuesday
2023-01-08 21:00:00,Card,1912.8,1,0.2988251891776805,Normal,21,Sunday
2023-04-24 22:00:00,UPI,763.13,1,0.21011137163437343,Normal,22,Monday
2023-05-06 05:00:00,Card,800.11,1,0.21324669749322972,Normal,5,Saturday
2023-07-14 02:00:00,UPI,1995.16,1,0.29613393818193273,Normal,2,Friday
2023-03-21 03:00:00,NetBanking,1383.09,1,0.2737624998766374,Normal,3,Tuesday
2023-11-19 06:00:00,Card,1573.89,1,0.2909472365070362,Normal,6,Sunday
2023-02-22 19:00:00,UPI,2750.73,1,0.27059330876179893,Normal,19,Wednesday
2023-03-05 16:00:00,Card,2607.23,1,0.2907164525154799,Normal,16,Sunday
2023-05-29 04:00:00,Wallet,3438.19,1,0.1761881494331723,Normal,4,Monday
2023-06-12 02:00:00,UPI,1746.93,1,0.30246044003941513,Normal,2,Monday
2023-08-13 17:00:00,Wallet,1487.08,1,0.286558410550575,Normal,17,Sunday
2023-12-18 09:00:00,UPI,2334.55,1,0.29681771459888834,Normal,9,Monday
2023-11-10 01:00:00,UPI,1551.36,1,0.2878565684445243,Normal,1,Friday
2023-04-19 20:00:00,UPI,1577.55,1,0.2911590390660155,Normal,20,Wednesday
2023-10-21 09:00:00,UPI,1838.32,1,0.30697782887630537,Normal,9,Saturday
2023-09-17 19:00:00,UPI,3322.2,1,0.19393972346413546,Normal,19,Sunday
2023-08-17 14:00:00,UPI,2563.17,1,0.28806903496805714,Normal,14,Thursday
2023-10-23 19:00:00,Wallet,2647.06,1,0.2896050599207827,Normal,19,Monday
2023-02-02 07:00:00,NetBanking,3286.28,1,0.19856040853210644,Normal,7,Thursday
2023-12-09 18:00:00,Card,2722.03,1,0.28019778559762504,Normal,18,Saturday
2023-05-12 08:00:00,UPI,1094.88,1,0.24534120526587877,Normal,8,Friday
2023-03-08 01:00:00,UPI,2709.91,1,0.28232180277807906,Normal,1,Wednesday
2023-06-14 07:00:00,UPI,2811.4,1,0.26956523025854795,Normal,7,Wednesday
2023-11-11 19:00:00,Card,2521.49,1,0.29384595668628,Normal,19,Saturday
2023-05-09 01:00:00,Wallet,1843.65,1,0.3062673955457176,Normal,1,Tuesday
2023-02-12 13:00:00,UPI,2437.07,1,0.2935550710709897,Normal,13,Sunday
2023-06-10 03:00:00,UPI,1983.81,1,0.2997081051710546,Normal,3,Saturday
2023-11-29 21:00:00,Card,1217.53,1,0.26617656496152653,Normal,21,Wednesday
2023-10-14 09:00:00,UPI,1416.29,1,0.2825698332496629,Normal,9,Saturday
2023-08-25 11:00:00,UPI,2562.98,1,0.28806903496805714,Normal,11,Friday
2023-01-07 17:00:00,Card,1275.34,1,0.2669092230808668,Normal,17,Saturday
2023-06-29 01:00:00,Card,1350.76,1,0.2668692615158332,Normal,1,Thursday
2023-02-11 11:00:00,UPI,2602.71,1,0.290373557839572,Normal,11,Saturday
2023-11-14 21:00:00,UPI,2107.03,1,0.30683600329043526,Normal,21,Tuesday
2023-02-12 08:00:00,Wallet,2461.75,1,0.29679691135564323,Normal,8,Sunday
2023-11-24 21:00:00,UPI,1016.79,1,0.2333171069444342,Normal,21,Friday
2023-09-26 07:00:00,UPI,2439.54,1,0.29322797412374907,Normal,7,Tuesday
2023-11-25 20:00:00,UPI,1471.98,1,0.2885106626926385,Normal,20,Saturday
2023-10-13 23:00:00,UPI,1186.49,1,0.2568850660182433,Normal,23,Friday
2023-11-26 20:00:00,UPI,1595.72,1,0.2923421592287499,Normal,20,Sunday
2023-12-22 09:00:00,NetBanking,3089.65,1,0.2387749201144238,Normal,9,Friday
2023-02-06 14:00:00,UPI,1708.44,1,0.2957384630110632,Normal,14,Monday
2023-07-23 15:00:00,UPI,52578.75,-1,-0.15811026926090166,Fraud,15,Sunday
2023-07-22 11:00:00,Card,350.26,1,0.13641615176799393,Normal,11,Saturday
2023-09-21 19:00:00,Card,762.98,1,0.21011137163437343,Normal,19,Thursday
2023-12-24 03:00:00,NetBanking,3059.35,1,0.23922927009682404,Normal,3,Sunday
2023-12-28 20:00:00,NetBanking,3260.48,1,0.20043107224875756,Normal,20,Thursday
2023-10-28 08:00:00,UPI,1309.23,1,0.26401222246969736,Normal,8,Saturday
2023-08-08 20:00:00,NetBanking,2055.11,1,0.3012536433809906,Normal,20,Tuesday
2023-03-27 22:00:00,Card,2569.75,1,0.2879324261286061,Normal,22,Monday
2023-01-03 16:00:00,Wallet,1816.5,1,0.3061122903087474,Normal,16,Tuesday
2023-11-30 14:00:00,Card,2119.89,1,0.30344124580609083,Normal,14,Thursday
2023-04-18 00:00:00,Wallet,2008.75,1,0.2973174579384804,Normal,0,Tuesday
2023-08-16 15:00:00,NetBanking,814.84,1,0.2119644553135427,Normal,15,Wednesday
2023-03-26 11:00:00,UPI,1724.27,1,0.30100069132897883,Normal,11,Sunday
2023-04-23 07:00:00,Card,2009.89,1,0.2953170945673597,Normal,7,Sunday
2023-08-08 02:00:00,Wallet,2082.5,1,0.29838895615753636,Normal,2,Tuesday
2023-08-23 02:00:00,NetBanking,615.6,1,0.17779693332636104,Normal,2,Wednesday
2023-10-08 16:00:00,UPI,2602.96,1,0.2909429164777369,Normal,16,Sunday
2023-01-17 07:00:00,Card,2103.59,1,0.30535569287510944,Normal,7,Tuesday
2023-09-03 12:00:00,UPI,1155.69,1,0.24949859618451342,Normal,12,Sunday
2023-05-29 09:00:00,UPI,3439.25,1,0.17558465444689253,Normal,9,Monday
2023-09-15 16:00:00,UPI,1722.73,1,0.29967947438118364,Normal,16,Friday
2023-05-10 03:00:00,UPI,1774.68,1,0.30344511072214897,Normal,3,Wednesday
2023-09-19 14:00:00,NetBanking,2513.37,1,0.29500839779300364,Normal,14,Tuesday
2023-12-16 16:00:00,UPI,3507.2,1,0.16903678927338772,Normal,16,Saturday
2023-05-10 08:00:00,NetBanking,2544.83,1,0.2904808271063007,Normal,8,Wednesday
2023-10-28 15:00:00,UPI,2660.89,1,0.2855150475075496,Normal,15,Saturday
2023-04-13 06:00:00,UPI,1198.7,1,0.2615250308013012,Normal,6,Thursday
2023-04-24 19:00:00,UPI,2069.57,1,0.3004483650867093,Normal,19,Monday
2023-12-06 18:00:00,UPI,1574.19,1,0.2904162699005497,Normal,18,Wednesday
2023-07-30 16:00:00,UPI,2563.3,1,0.28806903496805714,Normal,16,Sunday
2023-12-04 22:00:00,UPI,2637.57,1,0.28998715609629566,Normal,22,Monday
2023-06-10 00:00:00,Card,3306.58,1,0.1949858587546217,Normal,0,Saturday
2023-02-12 20:00:00,UPI,273.33,1,0.12146126083206044,Normal,20,Sunday
2023-11-04 17:00:00,UPI,1495.54,1,0.2867943675246244,Normal,17,Saturday
2023-01-21 22:00:00,UPI,3040.2,1,0.24299693243452164,Normal,22,Saturday
2023-10-15 22:00:00,NetBanking,878.78,1,0.2160270250669033,Normal,22,Sunday
2023-10-17 02:00:00,Wallet,2644.52,1,0.28987838795017845,Normal,2,Tuesday
2023-07-07 00:00:00,Card,2907.2,1,0.26310831158905895,Normal,0,Friday
2023-01-09 14:00:00,UPI,1977.33,1,0.29958391382017496,Normal,14,Monday
2023-08-02 22:00:00,UPI,862.83,1,0.21791060760368802,Normal,22,Wednesday
2023-09-07 01:00:00,Wallet,1902.78,1,0.30468382731369587,Normal,1,Thursday
2023-11-18 17:00:00,UPI,3166.95,1,0.22585477944873988,Normal,17,Saturday
2023-10-21 03:00:00,UPI,3231.21,1,0.20685595321198047,Normal,3,Saturday
2023-03-03 20:00:00,UPI,2166.3,1,0.2993783541257957,Normal,20,Friday
2023-11-24 10:00:00,UPI,1218.21,1,0.2659763423330585,Normal,10,Friday
2023-02-05 23:00:00,UPI,3390.72,1,0.19031329586033718,Normal,23,Sunday
2023-04-27 06:00:00,NetBanking,2656.74,1,0.28746536283727947,Normal,6,Thursday
2023-11-05 16:00:00,UPI,1270.79,1,0.26457026853762966,Normal,16,Sunday
2023-08-02 04:00:00,Card,2274.02,1,0.2986809598069884,Normal,4,Wednesday
2023-09-08 19:00:00,UPI,2237.4,1,0.29765517586185974,Normal,19,Friday
2023-03-15 05:00:00,UPI,1490.56,1,0.28537093452694534,Normal,5,Wednesday
2023-11-12 14:00:00,Wallet,2278.49,1,0.29776616176579734,Normal,14,Sunday
2023-09-23 14:00:00,UPI,2884.95,1,0.2650493963716239,Normal,14,Saturday
2023-10-15 04:00:00,NetBanking,1763.0,1,0.3054362346800075,Normal,4,Sunday
2023-03-11 22:00:00,Card,2966.62,1,0.2510734110184929,Normal,22,Saturday
2023-05-16 02:00:00,UPI,595.72,1,0.17529471525412532,Normal,2,Tuesday
2023-07-13 04:00:00,Wallet,3774.61,1,0.11027292295921198,Normal,4,Thursday
2023-02-14 03:00:00,UPI,2045.88,1,0.3010636039720949,Normal,3,Tuesday
2023-10-05 20:00:00,NetBanking,2858.42,1,0.2674880612567715,Normal,20,Thursday
2023-05-12 13:00:00,UPI,2174.89,1,0.30028322015880393,Normal,13,Friday
2023-09-04 11:00:00,NetBanking,1341.18,1,0.26700850484725297,Normal,11,Monday
2023-04-23 05:00:00,UPI,1970.9,1,0.29958419208738224,Normal,5,Sunday
2023-06-01 03:00:00,Card,472.42,1,0.15738369857649526,Normal,3,Thursday
2023-08-16 02:00:00,NetBanking,2550.71,1,0.28655039776609725,Normal,2,Wednesday
2023-03-11 07:00:00,Wallet,2155.01,1,0.29876511749461193,Normal,7,Saturday
2023-08-22 00:00:00,Wallet,1846.75,1,0.30584655462026156,Normal,0,Tuesday
2023-11-05 00:00:00,NetBanking,2602.16,1,0.29051619555880526,Normal,0,Sunday
2023-02-24 10:00:00,NetBanking,2030.02,1,0.299537217768615,Normal,10,Friday
2023-10-10 08:00:00,UPI,2485.46,1,0.2992907501752275,Normal,8,Tuesday
2023-09-02 08:00:00,UPI,2769.85,1,0.2701079087431872,Normal,8,Saturday
2023-11-10 14:00:00,UPI,1560.62,1,0.28707211043943986,Normal,14,Friday
2023-08-21 07:00:00,UPI,1331.67,1,0.2637837533302473,Normal,7,Monday
2023-08-19 10:00:00,UPI,621.95,1,0.18031690816847135,Normal,10,Saturday
2023-07-03 21:00:00,Card,2098.05,1,0.30246348533376355,Normal,21,Monday
2023-06-06 04:00:00,UPI,2361.68,1,0.2978692746643941,Normal,4,Tuesday
2023-01-28 15:00:00,Card,941.11,1,0.22483501546306278,Normal,15,Saturday
2023-03-25 06:00:00,UPI,3136.3,1,0.23350315879093647,Normal,6,Saturday
2023-11-30 02:00:00,UPI,1342.13,1,0.26730953516892836,Normal,2,Thursday
2023-03-04 07:00:00,Card,317.2,1,0.12765752202231773,Normal,7,Saturday
2023-05-18 16:00:00,NetBanking,3195.86,1,0.21300784553460766,Normal,16,Thursday
2023-06-06 19:00:00,Card,421.59,1,0.1464900011924749,Normal,19,Tuesday
2023-08-07 00:00:00,Card,2771.34,1,0.2707099175707503,Normal,0,Monday
2023-03-19 05:00:00,UPI,2576.9,1,0.287248843109642,Normal,5,Sunday
2023-10-02 09:00:00,Card,2255.64,1,0.2984593257146286,Normal,9,Monday
2023-02-23 19:00:00,UPI,1581.78,1,0.28976754936497,Normal,19,Thursday
2023-05-30 05:00:00,UPI,2402.24,1,0.29610592031444427,Normal,5,Tuesday
2023-11-11 18:00:00,UPI,2838.79,1,0.26781200645711534,Normal,18,Saturday
2023-10-31 08:00:00,UPI,1211.35,1,0.26505849452818353,Normal,8,Tuesday
2023-03-10 04:00:00,UPI,2781.1,1,0.26928265923886363,Normal,4,Friday
2023-06-04 00:00:00,Wallet,2744.7,1,0.2757031269995393,Normal,0,Sunday
2023-01-30 02:00:00,Wallet,2234.44,1,0.29785517700508507,Normal,2,Monday
2023-07-17 09:00:00,UPI,1569.62,1,0.2885501428709649,Normal,9,Monday
2023-02-05 14:00:00,UPI,2748.37,1,0.2729662935987801,Normal,14,Sunday
2023-12-07 04:00:00,UPI,2406.65,1,0.2957411510874516,Normal,4,Thursday
2023-09-01 23:00:00,UPI,1187.23,1,0.2572752513940481,Normal,23,Friday
2023-11-05 00:00:00,Wallet,1706.12,1,0.29542003125066996,Normal,0,Sunday
2023-09-30 00:00:00,UPI,2655.24,1,0.28769531497040995,Normal,0,Saturday
2023-08-07 17:00:00,NetBanking,2091.66,1,0.30150037587858175,Normal,17,Monday
2023-08-04 12:00:00,UPI,2868.79,1,0.26696259390342986,Normal,12,Friday
2023-03-13 03:00:00,Wallet,1726.68,1,0.3007924151889655,Normal,3,Monday
2023-08-30 07:00:00,UPI,1200.08,1,0.2627153781747836,Normal,7,Wednesday
2023-08-19 15:00:00,NetBanking,3754.88,1,0.1160580101680978,Normal,15,Saturday
2023-07-25 11:00:00,UPI,655.28,1,0.19209513119036947,Normal,11,Tuesday
2023-05-27 06:00:00,Card,1600.13,1,0.29378863110708603,Normal,6,Saturday
2023-01-09 10:00:00,UPI,2223.8,1,0.29428524468766154,Normal,10,Monday
2023-06-25 18:00:00,UPI,2788.87,1,0.27233223262610445,Normal,18,Sunday
2023-07-02 21:00:00,Wallet,2517.16,1,0.2943202659647798,Normal,21,Sunday
2023-04-07 23:00:00,Wallet,3849.01,1,0.08290489501733922,Normal,23,Friday
2023-11-30 12:00:00,NetBanking,1905.92,1,0.30321132921313243,Normal,12,Thursday
2023-05-03 03:00:00,Card,1301.61,1,0.2672728160707676,Normal,3,Wednesday
2023-11-21 01:00:00,NetBanking,1824.24,1,0.30739212754281,Normal,1,Tuesday
2023-01-09 05:00:00,UPI,1744.02,1,0.3019194083133116,Normal,5,Monday
2023-10-24 21:00:00,UPI,1945.36,1,0.3007209173934062,Normal,21,Tuesday
2023-03-22 10:00:00,UPI,1214.01,1,0.2659450630333859,Normal,10,Wednesday
2023-09-19 23:00:00,Card,2627.24,1,0.29143645165649235,Normal,23,Tuesday
2023-06-28 10:00:00,UPI,2296.66,1,0.2956111655947596,Normal,10,Wednesday
2023-04-15 15:00:00,UPI,988.9,1,0.22365669128952453,Normal,15,Saturday
2023-01-28 11:00:00,Card,2774.42,1,0.2718314962834563,Normal,11,Saturday
2023-04-28 03:00:00,NetBanking,1350.81,1,0.2668692615158332,Normal,3,Friday
2023-10-23 18:00:00,UPI,1053.75,1,0.23773835565852897,Normal,18,Monday
2023-09-30 18:00:00,UPI,2069.86,1,0.3008911155670189,Normal,18,Saturday
2023-03-24 18:00:00,UPI,593.73,1,0.17473334481615754,Normal,18,Friday
2023-12-14 10:00:00,UPI,2471.6,1,0.2982192813866246,Normal,10,Thursday
2023-05-02 07:00:00,UPI,271.07,1,0.1201899948497841,Normal,7,Tuesday
2023-03-14 06:00:00,Card,1176.51,1,0.25319872604218313,Normal,6,Tuesday
2023-03-18 19:00:00,Card,3260.11,1,0.2011128331391271,Normal,19,Saturday
2023-12-28 16:00:00,Card,1450.67,1,0.2898210799775748,Normal,16,Thursday
2023-05-05 00:00:00,UPI,1590.73,1,0.29318124953980856,Normal,0,Friday
2023-03-23 15:00:00,NetBanking,3018.93,1,0.24323332847667384,Normal,15,Thursday
2023-08-28 23:00:00,UPI,1365.71,1,0.2698633159149098,Normal,23,Monday
2023-10-06 22:00:00,Card,2610.75,1,0.291068239875203,Normal,22,Friday
2023-04-10 09:00:00,NetBanking,2939.35,1,0.2554497463774469,Normal,9,Monday
2023-07-17 08:00:00,UPI,2382.82,1,0.29776068255984495,Normal,8,Monday
2023-03-17 02:00:00,UPI,844.08,1,0.2147055344348276,Normal,2,Friday
2023-12-06 19:00:00,NetBanking,1516.81,1,0.2840584423871035,Normal,19,Wednesday
2023-12-05 08:00:00,UPI,4170.9,1,0.02833753554312779,Normal,8,Tuesday
2023-10-03 16:00:00,Card,1607.58,1,0.29379058696768623,Normal,16,Tuesday
2023-08-19 14:00:00,UPI,4389.06,1,0.004576668810858497,Normal,14,Saturday
2023-06-19 05:00:00,Card,3367.17,1,0.19012303628874927,Normal,5,Monday
2023-01-11 22:00:00,UPI,2415.26,1,0.29360174871490324,Normal,22,Wednesday
2023-09-19 23:00:00,UPI,2237.79,1,0.2978748554492893,Normal,23,Tuesday
2023-03-27 09:00:00,Card,1628.14,1,0.29481188393165464,Normal,9,Monday
2023-08-14 23:00:00,UPI,1928.87,1,0.29600147553855954,Normal,23,Monday
2023-07-09 12:00:00,UPI,1449.02,1,0.28969532662876796,Normal,12,Sunday
2023-05-10 12:00:00,UPI,1949.1,1,0.30209507332396074,Normal,12,Wednesday
2023-10-26 06:00:00,UPI,910.24,1,0.22039274910968337,Normal,6,Thursday
2023-11-05 08:00:00,UPI,867.38,1,0.21627453383025075,Normal,8,Sunday
2023-05-13 02:00:00,UPI,3040.81,1,0.24286176450942154,Normal,2,Saturday
2023-04-04 23:00:00,Wallet,710.15,1,0.20087498775203383,Normal,23,Tuesday
2023-02-18 02:00:00,UPI,2708.91,1,0.2821763924828928,Normal,2,Saturday
2023-07-07 11:00:00,Card,484.49,1,0.16071325513347712,Normal,11,Friday
2023-09-20 07:00:00,UPI,2503.71,1,0.2982778847873264,Normal,7,Wednesday
2023-09-16 05:00:00,UPI,1833.93,1,0.3054185437461744,Normal,5,Saturday
2023-03-10 16:00:00,Wallet,3057.05,1,0.23910246471749597,Normal,16,Friday
2023-08-19 19:00:00,UPI,1734.4,1,0.30157010101710047,Normal,19,Saturday
2023-06-24 23:00:00,Wallet,392.37,1,0.14132034181937247,Normal,23,Saturday
2023-12-18 21:00:00,UPI,1849.57,1,0.3044350023451897,Normal,21,Monday
2023-04-17 13:00:00,Card,2127.73,1,0.3024520083906592,Normal,13,Monday
2023-08-22 00:00:00,Card,1894.42,1,0.30459932352194347,Normal,0,Tuesday
2023-01-05 02:00:00,NetBanking,2460.09,1,0.2965784574174525,Normal,2,Thursday
2023-04-02 16:00:00,Card,1548.49,1,0.28805956032573976,Normal,16,Sunday
2023-05-04 09:00:00,Card,989.28,1,0.2241560411120641,Normal,9,Thursday
2023-07-27 05:00:00,UPI,1200.28,1,0.26239772086593416,Normal,5,Thursday
2023-07-04 17:00:00,UPI,1587.39,1,0.29269469067443954,Normal,17,Tuesday
2023-04-30 13:00:00,Wallet,1580.52,1,0.28976754936497,Normal,13,Sunday
2023-02-09 20:00:00,UPI,3924.9,1,0.07518901603834027,Normal,20,Thursday
2023-12-15 00:00:00,UPI,3004.08,1,0.24480055906701886,Normal,0,Friday
2023-08-26 11:00:00,NetBanking,2549.37,1,0.28673526926426673,Normal,11,Saturday
2023-10-17 08:00:00,UPI,2356.81,1,0.29629179372961834,Normal,8,Tuesday
2023-07-07 05:00:00,Wallet,2239.82,1,0.298736002446474,Normal,5,Friday
2023-07-24 15:00:00,Card,2244.0,1,0.2989238513826565,Normal,15,Monday
2023-06-16 03:00:00,Card,2130.63,1,0.3023880548578822,Normal,3,Friday
2023-09-08 15:00:00,NetBanking,2032.1,1,0.30123002567625917,Normal,15,Friday
2023-02-20 18:00:00,UPI,326.51,1,0.13247640203505961,Normal,18,Monday
2023-07-07 08:00:00,UPI,1704.7,1,0.29505914149575974,Normal,8,Friday
2023-07-17 07:00:00,Card,1807.76,1,0.30592874481913196,Normal,7,Monday
2023-07-09 19:00:00,UPI,1400.82,1,0.28018597330384604,Normal,19,Sunday
2023-12-02 10:00:00,Card,1555.12,1,0.28753696758319813,Normal,10,Saturday
2023-05-24 14:00:00,Wallet,2240.6,1,0.2990155736377579,Normal,14,Wednesday
2023-02-13 13:00:00,UPI,2614.07,1,0.2902243584851742,Normal,13,Monday
2023-10-15 05:00:00,UPI,2239.39,1,0.29837158434440453,Normal,5,Sunday
2023-03-12 13:00:00,Wallet,2593.96,1,0.2879817052647514,Normal,13,Sunday
2023-05-24 04:00:00,UPI,2608.09,1,0.2901605529621918,Normal,4,Wednesday
2023-09-03 15:00:00,Card,1760.24,1,0.304671429194271,Normal,15,Sunday
2023-05-20 18:00:00,UPI,2420.25,1,0.2925773051939558,Normal,18,Saturday
2023-01-10 09:00:00,Wallet,602.9,1,0.1743422590213931,Normal,9,Tuesday
2023-07-23 21:00:00,Card,1692.54,1,0.2966739307267252,Normal,21,Sunday
2023-10-20 14:00:00,NetBanking,1598.52,1,0.29482750891884707,Normal,14,Friday
2023-08-22 08:00:00,NetBanking,3225.06,1,0.21019761407003212,Normal,8,Tuesday
2023-11-30 04:00:00,UPI,2269.67,1,0.2991894873957488,Normal,4,Thursday
2023-11-17 03:00:00,UPI,932.44,1,0.2239306460704482,Normal,3,Friday
2023-07-13 10:00:00,NetBanking,2475.67,1,0.29802336047807904,Normal,10,Thursday
2023-11-16 23:00:00,UPI,2727.83,1,0.278778917348981,Normal,23,Thursday
2023-12-09 00:00:00,NetBanking,1928.27,1,0.29600147553855954,Normal,0,Saturday
2023-11-02 19:00:00,Wallet,2552.2,1,0.28557861015562525,Normal,19,Thursday
2023-04-02 21:00:00,Card,3.43,1,0.031232177687719243,Normal,21,Sunday
2023-02-14 13:00:00,Card,159.46,1,0.08373326833805339,Normal,13,Tuesday
2023-05-24 12:00:00,NetBanking,1057.06,1,0.23860407065221945,Normal,12,Wednesday
2023-02-14 04:00:00,NetBanking,2119.23,1,0.3031900851182766,Normal,4,Tuesday
2023-04-07 23:00:00,UPI,3225.73,1,0.21016240076057757,Normal,23,Friday
2023-05-23 12:00:00,UPI,1098.86,1,0.2469038325022675,Normal,12,Tuesday
2023-01-13 13:00:00,UPI,1317.06,1,0.2625985634255002,Normal,13,Friday
2023-01-26 06:00:00,Card,2070.89,1,0.30086129243282783,Normal,6,Thursday
2023-05-13 02:00:00,Card,1606.14,1,0.293549017559318,Normal,2,Saturday
2023-01-30 03:00:00,Card,21817.18,-1,-0.11198253186273477,Fraud,3,Monday
2023-08-01 00:00:00,UPI,1662.82,1,0.29448334967607664,Normal,0,Tuesday
2023-01-08 22:00:00,Card,3051.83,1,0.23811379643097225,Normal,22,Sunday
2023-02-10 20:00:00,UPI,2892.91,1,0.263767297197908,Normal,20,Friday
2023-05-04 23:00:00,Card,2018.78,1,0.2973309054596946,Normal,23,Thursday
2023-09-12 06:00:00,Card,3323.58,1,0.194114978572262,Normal,6,Tuesday
2023-02-19 08:00:00,UPI,2407.22,1,0.2957411510874516,Normal,8,Sunday
2023-05-19 15:00:00,UPI,2923.12,1,0.25887477939724524,Normal,15,Friday
2023-05-22 10:00:00,Card,1311.56,1,0.2628868807805167,Normal,10,Monday
2023-12-13 15:00:00,Card,1477.06,1,0.28873690942315,Normal,15,Wednesday
2023-03-17 16:00:00,UPI,1468.49,1,0.2873779386153294,Normal,16,Friday
2023-09-01 22:00:00,Wallet,1930.62,1,0.29600147553855954,Normal,22,Friday
2023-10-07 13:00:00,Card,2047.93,1,0.30235385937081033,Normal,13,Saturday
2023-01-24 17:00:00,Wallet,2259.34,1,0.29964439015240296,Normal,17,Tuesday
2023-08-15 18:00:00,UPI,3578.48,1,0.15901246508557976,Normal,18,Tuesday
2023-03-20 23:00:00,Card,2577.02,1,0.287248843109642,Normal,23,Monday
2023-04-24 21:00:00,NetBanking,1588.17,1,0.2928165788636401,Normal,21,Monday
2023-06-10 23:00:00,Card,1997.38,1,0.2960388141533336,Normal,23,Saturday
2023-11-07 15:00:00,Card,3203.95,1,0.21429100048082983,Normal,15,Tuesday
2023-06-17 06:00:00,UPI,2625.5,1,0.2919535045007599,Normal,6,Saturday
2023-03-12 06:00:00,UPI,3193.43,1,0.2150328650215858,Normal,6,Sunday
2023-05-06 09:00:00,UPI,1613.85,1,0.2918587293094676,Normal,9,Saturday
2023-11-22 06:00:00,UPI,1430.67,1,0.28467589626638456,Normal,6,Wednesday
2023-01-07 10:00:00,UPI,1442.36,1,0.28884534545642965,Normal,10,Saturday
2023-02-28 17:00:00,UPI,1678.41,1,0.2965475323536992,Normal,17,Tuesday
2023-02-02 16:00:00,Wallet,1149.37,1,0.24664575414659579,Normal,16,Thursday
2023-12-04 08:00:00,UPI,31260.48,-1,-0.13745823986715278,Fraud,8,Monday
2023-11-12 00:00:00,Card,2249.91,1,0.30017967365171205,Normal,0,Sunday
2023-11-02 23:00:00,NetBanking,3071.02,1,0.23747120807079442,Normal,23,Thursday
2023-10-28 06:00:00,Card,591.79,1,0.17382366498650215,Normal,6,Saturday
2023-08-22 04:00:00,UPI,1244.7,1,0.2675328635573792,Normal,4,Tuesday
2023-08-30 17:00:00,Card,2644.46,1,0.28987838795017845,Normal,17,Wednesday
2023-04-27 22:00:00,Card,2146.78,1,0.29963654779129456,Normal,22,Thursday
2023-01-23 09:00:00,Card,2035.84,1,0.301414562368832,Normal,9,Monday
2023-09-07 10:00:00,NetBanking,3011.08,1,0.24364909944507318,Normal,10,Thursday
2023-03-18 17:00:00,Wallet,1192.04,1,0.259215804608305,Normal,17,Saturday
2023-12-30 04:00:00,Card,1417.02,1,0.2825698332496629,Normal,4,Saturday
2023-10-18 11:00:00,UPI,1322.79,1,0.2631152242193022,Normal,11,Wednesday
2023-08-23 09:00:00,Card,389.67,1,0.14021249634413968,Normal,9,Wednesday
2023-05-03 22:00:00,UPI,2106.25,1,0.30588012916574553,Normal,22,Wednesday
2023-11-30 00:00:00,NetBanking,1581.72,1,0.28976754936497,Normal,0,Thursday
2023-07-19 04:00:00,UPI,1413.68,1,0.2824109678549608,Normal,4,Wednesday
2023-04-09 16:00:00,UPI,1269.26,1,0.2648723860277743,Normal,16,Sunday
