Timestamp,TransactionType,Amount
2023-09-03 12:00:00,UPI,1155.69
2023-05-29 09:00:00,UPI,3439.25
2023-09-15 16:00:00,UPI,1722.73
2023-05-10 03:00:00,UPI,1774.68
2023-09-19 14:00:00,NetBanking,2513.37
2023-12-16 16:00:00,UPI,3507.2
2023-05-10 08:00:00,NetBanking,2544.83
2023-10-28 15:00:00,UPI,2660.89
2023-04-13 06:00:00,UPI,1198.7
2023-04-24 19:00:00,UPI,2069.57
2023-12-06 18:00:00,UPI,1574.19
2023-07-30 16:00:00,UPI,2563.3
2023-12-04 22:00:00,UPI,2637.57
2023-06-10 00:00:00,Card,3306.58
2023-02-12 20:00:00,UPI,273.33
2023-11-04 17:00:00,UPI,1495.54
2023-01-21 22:00:00,UPI,3040.2
2023-10-15 22:00:00,NetBanking,878.78
2023-10-17 02:00:00,Wallet,2644.52
2023-07-07 00:00:00,Card,2907.2
2023-01-09 14:00:00,UPI,1977.33
2023-08-02 22:00:00,UPI,862.83
2023-09-07 01:00:00,Wallet,1902.78
2023-11-18 17:00:00,UPI,3166.95
2023-10-21 03:00:00,UPI,3231.21
2023-03-03 20:00:00,UPI,2166.3
2023-11-24 10:00:00,UPI,1218.21
2023-02-05 23:00:00,UPI,3390.72
2023-04-27 06:00:00,NetBanking,2656.74
2023-11-05 16:00:00,UPI,1270.79
2023-08-02 04:00:00,Card,2274.02
2023-09-08 19:00:00,UPI,2237.4
2023-03-15 05:00:00,UPI,1490.56
2023-11-12 14:00:00,Wallet,2278.49
2023-09-23 14:00:00,UPI,2884.95
2023-10-15 04:00:00,NetBanking,1763.0
2023-03-11 22:00:00,Card,2966.62
2023-05-16 02:00:00,UPI,595.72
2023-07-13 04:00:00,Wallet,3774.61
2023-02-14 03:00:00,UPI,2045.88
2023-10-05 20:00:00,NetBanking,2858.42
2023-05-12 13:00:00,UPI,2174.89
2023-09-04 11:00:00,NetBanking,1341.18
2023-04-23 05:00:00,UPI,1970.9
2023-06-01 03:00:00,Card,472.42
2023-08-16 02:00:00,NetBanking,2550.71
2023-03-11 07:00:00,Wallet,2155.01
2023-08-22 00:00:00,Wallet,1846.75
2023-11-05 00:00:00,NetBanking,2602.16
2023-02-24 10:00:00,NetBanking,2030.02
2023-10-10 08:00:00,UPI,2485.46
2023-09-02 08:00:00,UPI,2769.85
2023-11-10 14:00:00,UPI,1560.62
2023-08-21 07:00:00,UPI,1331.67
2023-08-19 10:00:00,UPI,621.95
2023-07-03 21:00:00,Card,2098.05
2023-06-06 04:00:00,UPI,2361.68
2023-01-28 15:00:00,Card,941.11
2023-03-25 06:00:00,UPI,3136.3
2023-11-30 02:00:00,UPI,1342.13
2023-03-04 07:00:00,Card,317.2
2023-05-18 16:00:00,NetBanking,3195.86
2023-06-06 19:00:00,Card,421.59
2023-08-07 00:00:00,Card,2771.34
2023-03-19 05:00:00,UPI,2576.9
2023-10-02 09:00:00,Card,2255.64
2023-02-23 19:00:00,UPI,1581.78
2023-05-30 05:00:00,UPI,2402.24
2023-11-11 18:00:00,UPI,2838.79
2023-10-31 08:00:00,UPI,1211.35
2023-03-10 04:00:00,UPI,2781.1
2023-06-04 00:00:00,Wallet,2744.7
2023-01-30 02:00:00,Wallet,2234.44
2023-07-17 09:00:00,UPI,1569.62
2023-02-05 14:00:00,UPI,2748.37
2023-12-07 04:00:00,UPI,2406.65
2023-09-01 23:00:00,UPI,1187.23
2023-11-05 00:00:00,Wallet,1706.12
2023-09-30 00:00:00,UPI,2655.24
2023-08-07 17:00:00,NetBanking,2091.66
2023-08-04 12:00:00,UPI,2868.79
2023-03-13 03:00:00,Wallet,1726.68
2023-08-30 07:00:00,UPI,1200.08
2023-08-19 15:00:00,NetBanking,3754.88
2023-07-25 11:00:00,UPI,655.28
2023-05-27 06:00:00,Card,1600.13
2023-01-09 10:00:00,UPI,2223.8
2023-06-25 18:00:00,UPI,2788.87
2023-07-02 21:00:00,Wallet,2517.16
2023-04-07 23:00:00,Wallet,3849.01
2023-11-30 12:00:00,NetBanking,1905.92
2023-05-03 03:00:00,Card,1301.61
2023-11-21 01:00:00,NetBanking,1824.24
2023-01-09 05:00:00,UPI,1744.02
2023-10-24 21:00:00,UPI,1945.36
2023-03-22 10:00:00,UPI,1214.01
2023-09-19 23:00:00,Card,2627.24
2023-06-28 10:00:00,UPI,2296.66
2023-04-15 15:00:00,UPI,988.9
2023-01-28 11:00:00,Card,2774.42
2023-04-28 03:00:00,NetBanking,1350.81
2023-10-23 18:00:00,UPI,1053.75
2023-09-30 18:00:00,UPI,2069.86
2023-03-24 18:00:00,UPI,593.73
2023-12-14 10:00:00,UPI,2471.6
2023-05-02 07:00:00,UPI,271.07
2023-03-14 06:00:00,Card,1176.51
2023-03-18 19:00:00,Card,3260.11
2023-12-28 16:00:00,Card,1450.67
2023-05-05 00:00:00,UPI,1590.73
2023-03-23 15:00:00,NetBanking,3018.93
2023-08-28 23:00:00,UPI,1365.71
2023-10-06 22:00:00,Card,2610.75
2023-04-10 09:00:00,NetBanking,2939.35
2023-07-17 08:00:00,UPI,2382.82
2023-03-17 02:00:00,UPI,844.08
2023-12-06 19:00:00,NetBanking,1516.81
2023-12-05 08:00:00,UPI,4170.9
2023-10-03 16:00:00,Card,1607.58
2023-08-19 14:00:00,UPI,4389.06
2023-06-19 05:00:00,Card,3367.17
2023-01-11 22:00:00,UPI,2415.26
2023-09-19 23:00:00,UPI,2237.79
2023-03-27 09:00:00,Card,1628.14
2023-08-14 23:00:00,UPI,1928.87
2023-07-09 12:00:00,UPI,1449.02
2023-05-10 12:00:00,UPI,1949.1
2023-10-26 06:00:00,UPI,910.24
2023-11-05 08:00:00,UPI,867.38
2023-05-13 02:00:00,UPI,3040.81
2023-04-04 23:00:00,Wallet,710.15
2023-02-18 02:00:00,UPI,2708.91
2023-07-07 11:00:00,Card,484.49
2023-09-20 07:00:00,UPI,2503.71
2023-09-16 05:00:00,UPI,1833.93
2023-03-10 16:00:00,Wallet,3057.05
2023-08-19 19:00:00,UPI,1734.4
2023-06-24 23:00:00,Wallet,392.37
2023-12-18 21:00:00,UPI,1849.57
2023-04-17 13:00:00,Card,2127.73
2023-08-22 00:00:00,Card,1894.42
2023-01-05 02:00:00,NetBanking,2460.09
2023-04-02 16:00:00,Card,1548.49
2023-05-04 09:00:00,Card,989.28
2023-07-27 05:00:00,UPI,1200.28
2023-07-04 17:00:00,UPI,1587.39
2023-04-30 13:00:00,Wallet,1580.52
2023-02-09 20:00:00,UPI,3924.9
2023-12-15 00:00:00,UPI,3004.08
2023-08-26 11:00:00,NetBanking,2549.37
2023-10-17 08:00:00,UPI,2356.81
2023-07-07 05:00:00,Wallet,2239.82
2023-07-24 15:00:00,Card,2244.0
2023-06-16 03:00:00,Card,2130.63
2023-09-08 15:00:00,NetBanking,2032.1
2023-02-20 18:00:00,UPI,326.51
2023-07-07 08:00:00,UPI,1704.7
2023-07-17 07:00:00,Card,1807.76
2023-07-09 19:00:00,UPI,1400.82
2023-12-02 10:00:00,Card,1555.12
2023-05-24 14:00:00,Wallet,2240.6
2023-02-13 13:00:00,UPI,2614.07
2023-10-15 05:00:00,UPI,2239.39
2023-03-12 13:00:00,Wallet,2593.96
2023-05-24 04:00:00,UPI,2608.09
2023-09-03 15:00:00,Card,1760.24
2023-05-20 18:00:00,UPI,2420.25
2023-01-10 09:00:00,Wallet,602.9
2023-07-23 21:00:00,Card,1692.54
2023-10-20 14:00:00,NetBanking,1598.52
2023-08-22 08:00:00,NetBanking,3225.06
2023-11-30 04:00:00,UPI,2269.67
2023-11-17 03:00:00,UPI,932.44
2023-07-13 10:00:00,NetBanking,2475.67
2023-11-16 23:00:00,UPI,2727.83
2023-12-09 00:00:00,NetBanking,1928.27
2023-11-02 19:00:00,Wallet,2552.2
2023-04-02 21:00:00,Card,3.43
2023-02-14 13:00:00,Card,159.46
2023-05-24 12:00:00,NetBanking,1057.06
2023-02-14 04:00:00,NetBanking,2119.23
2023-04-07 23:00:00,UPI,3225.73
2023-05-23 12:00:00,UPI,1098.86
2023-01-13 13:00:00,UPI,1317.06
2023-01-26 06:00:00,Card,2070.89
2023-05-13 02:00:00,Card,1606.14
2023-01-30 03:00:00,Card,21817.18
2023-08-01 00:00:00,UPI,1662.82
2023-01-08 22:00:00,Card,3051.83
2023-02-10 20:00:00,UPI,2892.91
2023-05-04 23:00:00,Card,2018.78
2023-09-12 06:00:00,Card,3323.58
2023-02-19 08:00:00,UPI,2407.22
2023-05-19 15:00:00,UPI,2923.12
2023-05-22 10:00:00,Card,1311.56
2023-12-13 15:00:00,Card,1477.06
2023-03-17 16:00:00,UPI,1468.49
2023-09-01 22:00:00,Wallet,1930.62
2023-10-07 13:00:00,Card,2047.93
2023-01-24 17:00:00,Wallet,2259.34
2023-08-15 18:00:00,UPI,3578.48
2023-03-20 23:00:00,Card,2577.02
2023-04-24 21:00:00,NetBanking,1588.17
2023-06-10 23:00:00,Card,1997.38
2023-11-07 15:00:00,Card,3203.95
2023-06-17 06:00:00,UPI,2625.5
2023-03-12 06:00:00,UPI,3193.43
2023-05-06 09:00:00,UPI,1613.85
2023-11-22 06:00:00,UPI,1430.67
2023-01-07 10:00:00,UPI,1442.36
2023-02-28 17:00:00,UPI,1678.41
2023-02-02 16:00:00,Wallet,1149.37
2023-12-04 08:00:00,UPI,31260.48
2023-11-12 00:00:00,Card,2249.91
2023-11-02 23:00:00,NetBanking,3071.02
2023-10-28 06:00:00,Card,591.79
2023-08-22 04:00:00,UPI,1244.7
2023-08-30 17:00:00,Card,2644.46
2023-04-27 22:00:00,Card,2146.78
2023-01-23 09:00:00,Card,2035.84
2023-09-07 10:00:00,NetBanking,3011.08
2023-03-18 17:00:00,Wallet,1192.04
2023-12-30 04:00:00,Card,1417.02
2023-10-18 11:00:00,UPI,1322.79
2023-08-23 09:00:00,Card,389.67
2023-05-03 22:00:00,UPI,2106.25
2023-11-30 00:00:00,NetBanking,1581.72
2023-07-19 04:00:00,UPI,1413.68
2023-04-09 16:00:00,UPI,1269.26
2023-10-05 07:00:00,NetBanking,1985.8
2023-12-07 13:00:00,Card,1361.17
2023-07-07 07:00:00,UPI,2177.25
2023-09-08 02:00:00,Card,2367.34
2023-10-03 14:00:00,NetBanking,1764.34
2023-09-04 15:00:00,UPI,1710.03
2023-02-05 13:00:00,NetBanking,2148.39
2023-06-22 18:00:00,UPI,1976.92
2023-06-07 01:00:00,NetBanking,3064.13
2023-01-24 22:00:00,NetBanking,2254.61
2023-02-17 20:00:00,UPI,2876.47
2023-09-20 05:00:00,UPI,2488.41
2023-09-27 01:00:00,UPI,945.27
2023-11-09 21:00:00,Card,1553.39
2023-07-19 01:00:00,Card,27421.24
2023-06-10 14:00:00,Card,2694.76
2023-04-14 19:00:00,UPI,3542.25
2023-05-11 04:00:00,UPI,1612.68
2023-08-26 03:00:00,UPI,2044.2
2023-05-08 03:00:00,UPI,2639.93
2023-01-01 04:00:00,Card,1953.74
2023-08-06 14:00:00,NetBanking,3315.28
2023-08-10 11:00:00,Card,921.77
2023-07-22 21:00:00,UPI,2542.42
2023-02-06 12:00:00,Wallet,2534.57
2023-10-20 19:00:00,Card,2921.63
2023-06-22 14:00:00,Wallet,2049.64
2023-10-18 06:00:00,Card,2713.22
2023-10-22 23:00:00,UPI,1800.69
2023-11-29 19:00:00,UPI,1358.89
2023-10-11 07:00:00,Card,1242.24
2023-07-06 01:00:00,UPI,846.88
2023-01-27 11:00:00,UPI,1646.91
2023-03-12 13:00:00,Card,2249.19
2023-07-18 00:00:00,Card,1833.49
2023-12-13 07:00:00,Card,2158.37
2023-02-04 14:00:00,UPI,2987.9
2023-08-04 17:00:00,UPI,1586.01
2023-12-13 04:00:00,Card,3872.24
2023-09-05 21:00:00,Wallet,2604.19
2023-04-29 06:00:00,Card,1842.46
2023-02-17 22:00:00,Wallet,1824.32
2023-11-12 00:00:00,NetBanking,1193.5
2023-03-22 11:00:00,Card,1979.43
2023-03-11 08:00:00,UPI,270.72
2023-02-15 01:00:00,Card,3004.61
2023-01-22 08:00:00,Card,253.29
2023-11-22 05:00:00,Card,2033.4
2023-08-07 05:00:00,Card,1084.81
2023-01-24 07:00:00,Card,1439.06
2023-06-03 00:00:00,UPI,1542.28
2023-11-05 12:00:00,Card,3540.5
2023-05-20 07:00:00,UPI,1117.4
2023-06-19 14:00:00,NetBanking,2731.41
2023-01-25 04:00:00,UPI,2928.32
2023-10-19 20:00:00,UPI,129.26
2023-12-05 18:00:00,UPI,1507.72
2023-05-12 03:00:00,Card,3187.57
2023-06-27 01:00:00,UPI,948.18
2023-03-11 23:00:00,UPI,2958.62
2023-05-27 02:00:00,Card,1985.71
2023-10-30 05:00:00,UPI,1951.12
2023-04-25 08:00:00,Wallet,2055.59
2023-08-05 04:00:00,Wallet,2274.06
2023-03-31 05:00:00,Card,1235.49
2023-10-03 17:00:00,UPI,1791.66
2023-04-14 07:00:00,Card,2296.48
2023-09-28 04:00:00,UPI,2141.51
2023-11-06 05:00:00,Card,2279.38
2023-07-05 12:00:00,UPI,1425.05
2023-09-03 01:00:00,Wallet,2505.84
2023-10-05 17:00:00,UPI,2101.18
2023-04-29 17:00:00,Card,735.44
2023-11-04 22:00:00,Card,1574.9
2023-10-15 17:00:00,Card,1283.6
2023-04-14 17:00:00,UPI,1273.3
2023-07-12 03:00:00,Wallet,1618.82
2023-04-29 07:00:00,Card,2490.78
2023-12-22 07:00:00,Card,1498.57
2023-09-02 22:00:00,UPI,2180.05
2023-09-20 15:00:00,Card,2048.93
2023-02-05 11:00:00,UPI,1376.76
2023-03-12 07:00:00,UPI,1724.15
2023-10-12 17:00:00,UPI,2691.88
2023-04-12 03:00:00,NetBanking,2119.85
2023-06-16 16:00:00,UPI,2439.06
2023-07-30 12:00:00,UPI,3018.0
2023-04-25 02:00:00,Card,2347.95
2023-08-27 20:00:00,NetBanking,463.45
2023-08-13 11:00:00,UPI,2216.48
2023-11-30 10:00:00,Card,1505.51
2023-08-19 16:00:00,UPI,3448.24
2023-06-13 01:00:00,UPI,2319.42
2023-02-14 10:00:00,UPI,1522.05
2023-11-18 19:00:00,NetBanking,2453.21
2023-07-02 12:00:00,UPI,2072.63
2023-06-21 03:00:00,UPI,625.63
2023-08-27 14:00:00,UPI,2690.45
2023-05-21 13:00:00,NetBanking,1675.57
2023-03-28 18:00:00,UPI,3136.49
2023-10-09 04:00:00,UPI,1900.46
2023-01-18 09:00:00,UPI,3151.43
2023-12-13 02:00:00,UPI,2339.92
2023-06-15 14:00:00,Card,2779.3
2023-05-17 03:00:00,Card,1606.54
2023-02-04 09:00:00,UPI,2282.4
2023-11-16 12:00:00,UPI,619.01
2023-08-28 09:00:00,UPI,1898.37
2023-01-18 04:00:00,UPI,812.37
2023-11-11 07:00:00,UPI,1085.62
2023-11-13 03:00:00,NetBanking,1287.36
2023-01-31 08:00:00,Wallet,2528.34
2023-10-26 12:00:00,Wallet,1882.11
2023-09-07 12:00:00,NetBanking,2025.14
2023-04-15 08:00:00,Card,1860.33
2023-05-04 15:00:00,Card,2864.58
2023-04-27 02:00:00,UPI,2003.23
2023-02-16 18:00:00,Card,2199.07
2023-06-19 23:00:00,Card,1543.8
2023-03-07 11:00:00,Card,2919.53
2023-07-31 09:00:00,NetBanking,2979.51
2023-08-01 16:00:00,UPI,1970.49
2023-03-31 07:00:00,UPI,1532.56
2023-10-11 14:00:00,Wallet,707.22
2023-11-03 13:00:00,UPI,1305.12
2023-05-24 08:00:00,Card,266.33
2023-06-06 22:00:00,Wallet,1271.49
2023-08-24 04:00:00,Card,2285.58
2023-05-02 10:00:00,Card,1959.68
2023-07-27 00:00:00,UPI,3858.61
2023-09-04 13:00:00,UPI,1703.15
2023-01-31 08:00:00,NetBanking,1640.69
2023-02-26 21:00:00,Card,2850.22
2023-07-07 04:00:00,Card,458.45
2023-01-30 02:00:00,UPI,814.59
2023-10-27 10:00:00,UPI,2531.07
2023-01-17 11:00:00,Wallet,1843.66
2023-11-05 08:00:00,UPI,1862.0
2023-12-03 18:00:00,Card,1250.28
2023-06-23 19:00:00,UPI,2191.82
2023-07-01 16:00:00,Card,1353.58
2023-04-15 06:00:00,Wallet,2058.19
2023-01-30 21:00:00,Card,1073.21
2023-04-26 22:00:00,UPI,1854.08
2023-07-26 02:00:00,Card,3619.9
2023-08-17 14:00:00,NetBanking,1660.05
2023-12-14 07:00:00,UPI,1894.59
2023-07-27 12:00:00,NetBanking,1837.98
2023-10-30 18:00:00,Card,2139.63
2023-07-07 03:00:00,NetBanking,2374.52
2023-10-27 16:00:00,Card,2205.79
2023-08-21 20:00:00,UPI,2223.45
2023-11-15 19:00:00,UPI,1855.33
2023-06-01 12:00:00,UPI,2080.23
2023-02-18 15:00:00,Wallet,1828.84
2023-02-14 06:00:00,NetBanking,550.11
2023-03-31 20:00:00,Card,4104.49
2023-11-24 12:00:00,UPI,2582.54
2023-08-04 01:00:00,UPI,1216.54
2023-08-10 01:00:00,NetBanking,2184.05
2023-09-30 13:00:00,Card,923.09
2023-07-17 01:00:00,UPI,1604.64
2023-11-02 10:00:00,Card,814.41
2023-08-11 06:00:00,UPI,1959.05
2023-06-30 10:00:00,UPI,734.92
2023-11-30 18:00:00,Card,2310.74
2023-10-11 09:00:00,UPI,2545.78
2023-07-21 22:00:00,Wallet,1338.42
2023-10-08 11:00:00,UPI,29758.53
2023-10-29 17:00:00,UPI,1296.03
2023-02-09 17:00:00,UPI,2409.38
2023-04-16 19:00:00,NetBanking,1449.11
2023-10-22 00:00:00,UPI,2631.18
2023-03-06 06:00:00,Card,550.73
2023-08-09 13:00:00,UPI,1196.02
2023-02-19 15:00:00,UPI,1112.95
2023-09-21 01:00:00,UPI,2162.68
2023-10-17 02:00:00,NetBanking,2444.07
2023-04-22 17:00:00,NetBanking,2224.51
2023-03-06 04:00:00,UPI,1592.82
2023-09-15 04:00:00,Card,236.07
2023-08-19 21:00:00,Wallet,2030.96
2023-02-26 21:00:00,UPI,2630.44
2023-12-29 03:00:00,NetBanking,4144.41
2023-12-29 14:00:00,UPI,1660.48
2023-11-09 06:00:00,Wallet,1467.75
2023-06-29 16:00:00,NetBanking,2256.2
2023-02-25 04:00:00,Wallet,1795.07
2023-05-11 21:00:00,Card,3020.3
2023-11-06 03:00:00,UPI,1353.45
2023-05-26 06:00:00,Wallet,1800.92
2023-03-17 10:00:00,UPI,2700.97
2023-10-02 12:00:00,UPI,2246.69
2023-05-02 19:00:00,Card,2928.97
2023-08-09 21:00:00,NetBanking,1650.75
2023-06-24 10:00:00,Wallet,3010.63
2023-09-07 01:00:00,UPI,668.93
2023-06-27 20:00:00,NetBanking,700.96
2023-07-17 20:00:00,Card,3023.23
2023-07-22 01:00:00,UPI,2005.88
2023-06-04 13:00:00,UPI,2736.65
2023-10-03 19:00:00,UPI,2079.58
2023-12-27 07:00:00,UPI,1994.37
2023-05-09 00:00:00,Wallet,937.58
2023-09-30 02:00:00,Card,1978.53
2023-01-22 00:00:00,Card,3089.29
2023-02-20 14:00:00,Wallet,2045.34
2023-03-05 19:00:00,UPI,2545.66
2023-11-12 16:00:00,NetBanking,2523.5
2023-02-04 07:00:00,UPI,1189.83
2023-02-08 16:00:00,NetBanking,2685.7
2023-07-29 13:00:00,UPI,1749.02
2023-01-06 13:00:00,Wallet,1792.28
2023-03-29 17:00:00,UPI,3678.16
2023-06-01 03:00:00,UPI,2477.84
2023-09-21 04:00:00,NetBanking,1489.2
2023-03-19 04:00:00,UPI,2051.63
2023-07-24 14:00:00,Card,2029.3
2023-06-23 23:00:00,UPI,3348.87
2023-08-11 20:00:00,Card,2031.57
2023-09-15 22:00:00,UPI,3766.4
2023-02-22 08:00:00,UPI,962.61
2023-05-21 16:00:00,UPI,1974.12
2023-08-24 05:00:00,Card,1389.72
2023-05-26 06:00:00,UPI,1604.14
2023-05-30 08:00:00,UPI,1621.5
2023-12-02 13:00:00,UPI,1430.95
2023-05-19 18:00:00,UPI,3384.14
2023-04-23 15:00:00,Card,3138.05
2023-12-27 22:00:00,NetBanking,2322.12
2023-12-05 08:00:00,UPI,1620.52
2023-10-24 10:00:00,Card,1453.41
2023-02-26 09:00:00,Card,2593.45
2023-07-30 23:00:00,UPI,2240.12
2023-12-23 05:00:00,Card,1884.14
2023-11-12 15:00:00,UPI,2432.95
2023-01-28 19:00:00,Card,2712.86
2023-07-06 04:00:00,UPI,1876.77
2023-10-12 03:00:00,Card,1370.14
2023-06-04 23:00:00,Card,943.11
2023-04-25 09:00:00,UPI,2200.51
2023-11-08 19:00:00,UPI,3733.8
2023-01-23 11:00:00,Wallet,1111.47
2023-07-26 20:00:00,UPI,2879.58
2023-07-21 11:00:00,Card,1459.56
2023-06-07 07:00:00,Wallet,1620.77
2023-09-09 18:00:00,Card,2731.94
2023-10-23 22:00:00,Card,1795.79
2023-11-01 16:00:00,NetBanking,2198.61
2023-08-10 16:00:00,NetBanking,2183.28
2023-09-13 12:00:00,Card,1460.84
2023-11-25 19:00:00,Card,2716.08
2023-04-26 19:00:00,UPI,1950.73
2023-02-08 12:00:00,Wallet,889.19
2023-03-07 21:00:00,Card,1286.01
2023-11-18 10:00:00,UPI,493.32
2023-05-19 12:00:00,NetBanking,2041.59
2023-08-27 01:00:00,Card,3043.25
2023-10-20 18:00:00,UPI,1162.28
2023-01-11 15:00:00,Card,2468.43
2023-07-20 04:00:00,UPI,2344.45
2023-03-18 14:00:00,NetBanking,1398.5
2023-01-01 09:00:00,UPI,3229.23
2023-04-30 15:00:00,NetBanking,1781.87
2023-11-05 17:00:00,Card,3608.21
2023-11-06 02:00:00,UPI,691.46
2023-08-02 12:00:00,Wallet,1784.69
2023-02-12 07:00:00,Card,1879.8
2023-04-02 09:00:00,UPI,1967.51
2023-12-17 15:00:00,Card,2573.06
2023-11-07 09:00:00,NetBanking,4718.5
2023-06-23 06:00:00,UPI,2364.05
2023-06-13 13:00:00,UPI,2019.39
2023-10-18 10:00:00,UPI,1123.04
2023-10-17 02:00:00,UPI,487.91
2023-07-19 08:00:00,NetBanking,2936.21
2023-06-16 16:00:00,Card,1562.57
2023-03-10 01:00:00,UPI,4083.33
2023-10-30 18:00:00,UPI,2694.57
2023-12-29 14:00:00,UPI,2273.25
2023-01-17 00:00:00,Wallet,2315.3
2023-01-17 20:00:00,UPI,2323.18
2023-12-07 15:00:00,Wallet,1444.35
2023-03-25 08:00:00,Card,598.8
2023-09-07 13:00:00,UPI,1559.45
2023-03-02 20:00:00,NetBanking,1985.32
2023-10-27 14:00:00,Card,1481.75
2023-10-25 12:00:00,Card,971.13
2023-06-01 12:00:00,Wallet,1401.43
2023-07-20 09:00:00,UPI,2828.59
2023-06-24 02:00:00,UPI,2598.56
2023-10-29 21:00:00,Card,2137.13
2023-10-03 00:00:00,UPI,2469.68
2023-09-07 21:00:00,UPI,1094.45
2023-03-27 08:00:00,UPI,1363.66
2023-07-19 04:00:00,UPI,2248.81
2023-01-30 20:00:00,NetBanking,1196.39
2023-11-27 19:00:00,UPI,2086.72
2023-08-20 21:00:00,Card,989.98
2023-07-09 08:00:00,Card,680.31
2023-07-27 08:00:00,UPI,2588.86
2023-05-23 11:00:00,UPI,2821.64
2023-10-29 15:00:00,NetBanking,1495.34
2023-01-11 09:00:00,UPI,783.63
2023-02-02 02:00:00,NetBanking,233.3
2023-07-01 19:00:00,NetBanking,3473.6
2023-02-14 21:00:00,UPI,2089.11
2023-12-18 03:00:00,Card,1513.61
2023-12-24 12:00:00,Card,1708.87
2023-11-26 05:00:00,UPI,469.33
2023-07-22 10:00:00,NetBanking,2495.92
2023-09-30 16:00:00,NetBanking,3600.09
2023-07-16 15:00:00,UPI,1373.79
2023-04-28 06:00:00,Card,54614.91
2023-05-21 14:00:00,Wallet,1906.88
2023-02-22 04:00:00,Wallet,3333.4
2023-10-19 12:00:00,Card,2245.78
2023-07-14 17:00:00,Card,2244.9
2023-07-08 18:00:00,UPI,3475.14
